#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-12-07T20:02:09 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-12-07T20:02:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_RAJ,_DEJ&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=V/50/catalog&-order=I&-out=HR&-out=Name&-out=HD&-out=ADS&-out=VarID&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=B-V&-out=SpType&-out=NoteFlag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#INFO	ivoid=ivo://cds.vizier/v/50	    IVOID of underlying data collection
#INFO	creator=Hoffleit D.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/50	    Dataset landing page
#INFO	publication_date=1997-12-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
#Column	NoteFlag	(A1)	[*] a star indicates that there is a note (see file notes)	[ucd=meta.note]
_RAJ2000|_DEJ2000|HR|Name|HD|ADS|VarID|RAJ2000|DEJ2000|Vmag|B-V|SpType|NoteFlag
222.158750|-36.634722|5519|          |130328|     |V768 Cen |14 48 38.1|-36 38 05| 6.04| 1.54|  M3III             |*
223.307083|-73.190000|5520|          |130458|     |         |14 53 13.7|-73 11 24| 5.60| 0.82|  G7IIIa+F9IV       |*
222.327917|-24.251667|5521|          |130529|     |         |14 49 18.7|-24 15 06| 5.68| 1.30| gK1                |
222.225417| -0.847778|5522|          |130557|     |         |14 48 54.1|-00 50 52| 6.14|-0.04|  B9VSi:Cr:         |
222.329583|-14.148889|5523|  7Mu  Lib|130559| 9396| 6816    |14 49 19.1|-14 08 56| 5.31| 0.07|  A1pSrCrEu         |*
222.097083|+24.366667|5524|          |130603| 9389|         |14 48 23.3|+24 22 00| 6.14| 0.48|  F2-6V             |
225.461667|-83.227778|5525|   Pi 1Oct|130650|     |         |15 01 50.8|-83 13 40| 5.65| 0.95|  G8-K0III          |
222.572083|-27.960278|5526| 58    Hya|130694|     |         |14 50 17.3|-27 57 37| 4.41| 1.40|  K4III             |*
223.145833|-63.810000|5527|          |130701|     |AX Cir   |14 52 35.0|-63 48 36| 5.87| 0.72|  G3II+B8V          |*
222.910000|-43.575556|5528|   Omi Lup|130807|     |         |14 51 38.4|-43 34 32| 4.32|-0.15|  B5IV              |*
222.277917|+37.811111|5529|          |130817|     |         |14 49 06.7|+37 48 40| 6.16| 0.36|  F2V               |
222.671667|-15.997222|5530|  8Alp1Lib|130819|     |         |14 50 41.2|-15 59 50| 5.15| 0.41|  F4IV              |*
222.719583|-16.041667|5531|  9Alp2Lib|130841|     | 6827    |14 50 52.7|-16 02 30| 2.75| 0.15|  A3IV              |*
222.493333|+28.615833|5532|          |130917|     |         |14 49 58.4|+28 36 57| 5.80| 0.05|  A4V               |
222.327917|+46.116111|5533| 38    Boo|130945|     |         |14 49 18.7|+46 06 58| 5.74| 0.48|  F7IV w            |*
222.565833|+23.911944|5534|          |130948|     |         |14 50 15.8|+23 54 43| 5.85| 0.56|  G0-2V             |
222.754167| -2.299167|5535| 11    Lib|130952|     |         |14 51 01.0|-02 17 57| 4.94| 0.98|  G8III-IV          |
222.750417| -0.257222|5536|          |130970|     |         |14 51 00.1|-00 15 26| 6.18| 1.40|  K3III             |
222.384583|+51.374722|5537|          |131040| 9405|         |14 49 32.3|+51 22 29| 6.51| 0.40|  F5IV              |*
222.422083|+48.720556|5538| 39    Boo|131041| 9406|         |14 49 41.3|+48 43 14| 5.69| 0.47|  F6V+F5V           |*
223.676667|-65.991389|5539|   Zet Cir|131058|     |         |14 54 42.4|-65 59 29| 6.09|-0.06|  B3Vn              |
224.470417|-76.662778|5540|          |131109|     |R Aps    |14 57 52.9|-76 39 46| 5.34| 1.45|  K4III:            |*
222.623333|+37.271944|5541|          |131111|     |         |14 50 29.6|+37 16 19| 5.48| 1.02|  K0III-IV          |*
223.137917|-30.576944|5542|          |131117|     |         |14 52 33.1|-30 34 37| 6.29| 0.60|  G1V               |*
223.212917|-37.803333|5543|          |131120|     |         |14 52 51.1|-37 48 12| 5.03|-0.16|  B7IIIp            |*
222.847083|+19.101111|5544| 37Xi  Boo|131156| 9413|Xi  Boo  |14 51 23.3|+19 06 04| 4.55| 0.76|  G8Ve+K4Ve         |*
226.194583|-83.038333|5545|   Pi 2Oct|131246|     |         |15 04 46.7|-83 02 18| 5.65| 1.30|  G8Ib              |
223.894167|-60.114167|5546|          |131342|     |         |14 55 34.6|-60 06 51| 5.20| 1.16|  K2III             |
225.049167|-77.160278|5547|          |131425|     |         |15 00 11.8|-77 09 37| 5.93| 1.05|  G8II              |
223.583750|-24.642222|5548| 12    Lib|131430|     |         |14 54 20.1|-24 38 32| 5.30| 1.32|  K2III             |
223.658333|-33.300556|5549|          |131432|     |         |14 54 38.0|-33 18 02| 5.82| 1.42|  K2III             |*
223.347083|+15.704444|5550|          |131473| 9425|         |14 53 23.3|+15 42 16| 6.40| 0.57|  F9V               |*
224.183333|-62.780833|5551|   The Cir|131492|     |The Cir  |14 56 44.0|-62 46 51| 5.11| 0.00|  B4Vnpe            |*
222.860000|+59.293889|5552|          |131507|     |         |14 51 26.4|+59 17 38| 5.46| 1.36|  K4III             |
223.348750|+19.152778|5553|          |131511|     | 6847    |14 53 23.7|+19 09 10| 6.01| 0.83|  K2V               |*
223.595417|-11.898333|5554| 13Xi 1Lib|131530|     |         |14 54 22.9|-11 53 54| 5.80| 0.97|  G7III             |*
224.983333|-75.032500|5555|          |131551|     |         |14 59 56.0|-75 01 57| 6.20|-0.04|  B9V               |
224.072083|-52.809722|5556|          |131562|     |         |14 56 17.3|-52 48 35| 5.38| 0.13|  A2III             |
227.784583|-84.787500|5557|   Ome Oct|131596|     |         |15 11 08.3|-84 47 15| 5.91|-0.06|  B9.5V             |
223.936250|-33.855833|5558|          |131625|     |         |14 55 44.7|-33 51 21| 5.32| 0.04|  A0V               |
224.133333|-47.879167|5559|          |131657|     |         |14 56 32.0|-47 52 45| 5.64|-0.04|  B9V               |*
224.255833|-51.446944|5560|          |131705|     |         |14 57 01.4|-51 26 49| 6.64| 1.70|  M2III             |
224.149167|-39.416111|5561|          |131752|     |         |14 56 35.8|-39 24 58| 6.36| 0.06|  A0-1V             |
224.128750|-32.636667|5562|          |131774|     |         |14 56 30.9|-32 38 12| 6.06| 1.41|  K3III             |
222.676250|+74.155556|5563|  7Bet UMi|131873|     | 6846    |14 50 42.3|+74 09 20| 2.08| 1.47|  K4-III            |*
224.192083|-11.409722|5564| 15Xi 2Lib|131918|     |         |14 56 46.1|-11 24 35| 5.46| 1.49|  K4III             |
224.306667|-29.157778|5565|          |131919|     |         |14 57 13.6|-29 09 28| 6.29|-0.04|  B9V               |
224.536667|-48.863056|5566|          |131923|     |         |14 58 08.8|-48 51 47| 6.35| 0.71|  G3-5V             |*
224.055000|+14.446389|5567|          |131951|     |         |14 56 13.2|+14 26 47| 5.77|-0.06|  A0V               |
224.366667|-21.415556|5568|          |131977| 9446|         |14 57 28.0|-21 24 56| 5.74| 1.11|  K4V               |*
223.994583|+32.300278|5569|          |132029| 9442|         |14 55 58.7|+32 18 01| 6.12| 0.10|  A2V               |*
224.295833| -4.346389|5570| 16    Lib|132052|     |         |14 57 11.0|-04 20 47| 4.49| 0.32|  F0V               |
224.632917|-43.133889|5571|   Bet Lup|132058|     |         |14 58 31.9|-43 08 02| 2.68|-0.22|  B2III/IV          |*
224.653333|-39.906667|5572|          |132096|     |         |14 58 36.8|-39 54 24| 6.15| 1.23|  K2III             |
224.388750| -0.167500|5573|          |132132|     |         |14 57 33.3|-00 10 03| 5.53| 1.13|  K1III             |*
224.265000|+21.555278|5574|          |132145|     |         |14 57 03.6|+21 33 19| 6.49|-0.01|  A1V               |
224.298750|+16.388333|5575|          |132146|     |         |14 57 11.7|+16 23 18| 5.71| 0.94| gG5                |
224.790417|-42.104167|5576|   Kap Cen|132200|     | 6873    |14 59 09.7|-42 06 15| 3.13|-0.20|  B2IV              |*
224.663333|-27.657222|5577| 59    Hya|132219| 9453|         |14 58 39.2|-27 39 26| 5.65| 0.24|  A4V+A6V           |*
224.555833|-11.155000|5578| 17    Lib|132230|     |         |14 58 13.4|-11 09 18| 6.60| 0.01|  A1V               |
224.807917|-37.881389|5579|          |132238|     |         |14 59 13.9|-37 52 53| 6.47|-0.08|  B8V               |*
224.862917|-43.160000|5580|          |132242|     |         |14 59 27.1|-43 09 36| 6.10| 0.60|  F5III             |*
224.095833|+49.628611|5581|          |132254|     |         |14 56 23.0|+49 37 43| 5.63| 0.50|  F7V               |
224.723333|-11.144167|5582| 18    Lib|132345| 9456|         |14 58 53.6|-11 08 39| 5.87| 1.26|  K3-IIICN1         |*
224.720000| -4.989167|5583|          |132375| 9457|         |14 58 52.8|-04 59 21| 6.09| 0.50|  F8V               |*
224.846250| +4.567778|5584|          |132525|     |         |14 59 23.1|+04 34 04| 5.93| 1.60|  M2III             |
225.304167|-38.058333|5585|          |132604|     |         |15 01 13.0|-38 03 30| 5.89| 1.24|  K2-3III           |
225.243333| -8.518889|5586| 19Del Lib|132742|     |Del Lib  |15 00 58.4|-08 31 08| 4.92| 0.00|  B9.5V             |*
225.492083|-34.358889|5587|          |132763|     |         |15 01 58.1|-34 21 32| 6.22| 0.24|  A8IV              |
224.903750|+39.265278|5588| 40    Boo|132772|     |         |14 59 36.9|+39 15 55| 5.64| 0.31|  F0-2IV-III        |
224.395833|+65.932500|5589|          |132813|     |RR UMi   |14 57 35.0|+65 55 57| 4.60| 1.59|  M4.5III           |*
225.332500| -2.755000|5590|          |132833|     | 6889    |15 01 19.8|-02 45 18| 5.52| 1.68|  M0III             |
225.526667|-28.060556|5591| 60    Hya|132851|     |         |15 02 06.4|-28 03 38| 5.85| 0.16|  A4IV              |
225.218333|+22.045556|5592|          |132879|     |         |15 00 52.4|+22 02 44| 6.38|     |  K0                |
226.200833|-64.031667|5593|   Eta Cir|132905|     |         |15 04 48.2|-64 01 54| 5.17| 0.93|  G8III             |
225.453750| -0.140556|5594|          |132933| 9480| 6890    |15 01 48.9|-00 08 26| 5.71| 1.52|  M0.5IIb           |*
225.747083|-32.643333|5595|          |132955|     |         |15 02 59.3|-32 38 36| 5.44|-0.12|  B3V               |*
222.585000|+82.511944|5596|          |133002|     |         |14 50 20.4|+82 30 43| 5.64| 0.68|  F9V               |
225.161250|+47.277778|5597|          |133029| 9477|BX Boo   |15 00 38.7|+47 16 40| 6.37|-0.14|  B9pSiSrCr         |*
226.786250|-71.905278|5598|          |133049|     |         |15 07 08.7|-71 54 19| 6.52| 1.59|  K4III             |
225.687083| -3.031389|5599|          |133112|     |         |15 02 44.9|-03 01 53| 6.61| 0.20|  A5m               |*
225.527083|+25.008056|5600| 41Ome Boo|133124|     |         |15 02 06.5|+25 00 29| 4.81| 1.50|  K4-IIIabCa0.5     |
225.725000| +2.091389|5601|110    Vir|133165|     |         |15 02 54.0|+02 05 29| 4.40| 1.04|  K0.5IIIbFe-0.5    |
225.486667|+40.390556|5602| 42Bet Boo|133208|     | 6898    |15 01 56.8|+40 23 26| 3.50| 0.97|  G8IIIaBa0.3Fe-0.5 |*
226.017500|-25.281944|5603| 20Sig Lib|133216|     |Sig Lib  |15 04 04.2|-25 16 55| 3.29| 1.70|  M3-III            |*
226.178750|-40.861389|5604|          |133220|     |GM Lup   |15 04 42.9|-40 51 41| 6.41| 1.46|  M6III             |*
226.280000|-47.051111|5605|   Pi  Lup|133242|     |         |15 05 07.2|-47 03 04| 4.72|-0.14|  B5V               |*
226.280000|-47.051111|5606|   Pi  Lup|133243|     |         |15 05 07.2|-47 03 04| 4.82|     |  B5IV              |*
226.329583|-41.067222|5607|          |133340|     |         |15 05 19.1|-41 04 02| 5.15| 1.01|  G8III             |
225.362917|+60.204444|5608|          |133388|     | 6899    |15 01 27.1|+60 12 16| 5.93| 0.09|  A4V               |
225.775417|+35.205833|5609|          |133392|     | 6908    |15 03 06.1|+35 12 21| 5.51| 1.02| gG8                |
226.026667| +5.492500|5610|          |133408| 9493|         |15 04 06.4|+05 29 33| 6.50| 0.31|  F0V               |
226.986667|-65.275556|5611|          |133456|     | 6932    |15 07 56.8|-65 16 32| 6.17| 1.47|  K3III             |
225.777500|+44.644444|5612|          |133484|     |         |15 03 06.6|+44 38 40| 6.65| 0.46|  F6IV              |
225.902083|+34.566111|5613|          |133485|     |         |15 03 36.5|+34 33 58| 6.59| 1.02|  G8III-IV          |
226.448750|-25.789722|5614|          |133529|     |         |15 05 47.7|-25 47 23| 6.67|-0.01|  B8V               |
226.557917|-36.264167|5615|          |133550|     |         |15 06 13.9|-36 15 51| 6.27| 1.65|  K5III             |
226.111250|+26.947500|5616| 43Psi Boo|133582|     |         |15 04 26.7|+26 56 51| 4.54| 1.24|  K2III             |
226.857917|-49.088333|5617|          |133631|     |         |15 07 25.9|-49 05 18| 5.77| 0.92|  G8III             |
225.947500|+47.654444|5618| 44    Boo|133640| 9494|i Boo    |15 03 47.4|+47 39 16| 4.76| 0.65|  F9-G1Vn           |*
226.638750|-30.918889|5619|          |133652|     |         |15 06 33.3|-30 55 08| 5.96|-0.08|  A0pSi             |*
226.612917|-22.031944|5620|          |133670|     | 6931    |15 06 27.1|-22 01 55| 6.17| 1.05| gK1                |*
227.374583|-67.084167|5621|          |133683|     |         |15 09 29.9|-67 05 03| 5.76| 0.69|  F6II              |
226.656667|-16.256944|5622| 21Nu  Lib|133774|     |         |15 06 37.6|-16 15 25| 5.20| 1.58|  K5-III            |
227.356250|-63.642778|5623|          |133792|     |         |15 09 25.5|-63 38 34| 6.28| 0.06|  A0pSrCrEu         |
227.050417|-40.583889|5624|          |133880|     |HR Lup   |15 08 12.1|-40 35 02| 5.79|-0.14|  B8IVSi            |*
227.162917|-42.867778|5625|          |133937|     |         |15 08 39.1|-42 52 04| 5.85|-0.11|  B7V               |*
227.210833|-45.279722|5626|   Lam Lup|133955|     |         |15 08 50.6|-45 16 47| 4.05|-0.18|  B3V               |*
226.357500|+48.151111|5627| 47    Boo|133962| 9500| 6934    |15 05 25.8|+48 09 04| 5.57| 0.00|  A1V               |*
228.140833|-72.770278|5628|          |133981|     |         |15 12 33.8|-72 46 13| 6.01| 0.00|  B8-9III           |
225.990833|+65.919722|5629|          |133994|     |         |15 03 57.8|+65 55 11| 6.13|     |  A2V s             |
226.646250|+36.455556|5630|          |134044|     |         |15 06 35.1|+36 27 20| 6.35| 0.52|  F8V               |
226.917917| +5.498056|5631|          |134047|     |         |15 07 40.3|+05 29 53| 6.16| 0.94|  K0III             |
227.685833|-61.422500|5632|          |134060|     |         |15 10 44.6|-61 25 21| 6.30| 0.63|  G2V               |
226.835000|+18.441667|5633|          |134064| 9505|         |15 07 20.4|+18 26 30| 6.02| 0.06|  A3V               |*
226.825417|+24.869167|5634| 45    Boo|134083|     | 6945    |15 07 18.1|+24 52 09| 4.93| 0.43|  F5V               |*
226.569583|+54.556389|5635|          |134190|     |         |15 06 16.7|+54 33 23| 5.25| 0.96|  G7.5IIIFe-1       |
227.531250|-38.792500|5636|          |134255|     |         |15 10 07.5|-38 47 33| 5.98|     |  G8III             |
227.816667|-55.346111|5637|          |134270|     |         |15 11 16.0|-55 20 46| 5.54| 1.14|  G2Ib-II           |*
227.099167|+26.301111|5638| 46    Boo|134320|     |         |15 08 23.8|+26 18 04| 5.67| 1.24| gK2                |
227.222500|+13.235000|5639|          |134323|     |         |15 08 53.4|+13 14 06| 6.10| 0.96| dG6                |
227.147917|+25.108611|5640|          |134335|     |         |15 08 35.5|+25 06 31| 5.81| 1.24|  K1III             |
227.577500|-26.332778|5641|          |134373|     |         |15 10 18.6|-26 19 58| 5.76| 1.05|  K0III             |
227.895417|-45.277500|5642|          |134444|     |         |15 11 34.9|-45 16 39| 6.44| 1.04|  K1III             |*
227.882917|-45.279444|5643|          |134443|     |         |15 11 31.9|-45 16 46| 7.39| 1.08|  K0III             |*
228.579583|-70.079444|5644|          |134453|     |X TrA    |15 14 19.1|-70 04 46| 5.81| 3.38|  C5,5              |*
228.254167|-61.743889|5645|          |134468|     |         |15 13 01.0|-61 44 38| 6.32| 1.90|  K4Ib              |
227.983750|-48.737778|5646|   Kap1Lup|134481|     |         |15 11 56.1|-48 44 16| 3.87|-0.05|  B9.5Vne           |*
227.990000|-48.743611|5647|   Kap2Lup|134482|     |         |15 11 57.6|-48 44 37| 5.69| 0.14|  A3IV              |*
227.081250|+50.055000|5648|          |134493|     |         |15 08 19.5|+50 03 18| 6.39| 1.03|  K0III             |
228.071250|-52.099167|5649|   Zet Lup|134505|     |         |15 12 17.1|-52 05 57| 3.41| 0.92|  G8III             |*
228.130417|-48.218611|5650|          |134597|     |         |15 12 31.3|-48 13 07| 6.33| 1.12|  K2III             |
228.206250|-44.500556|5651|          |134687|     |Var?     |15 12 49.5|-44 30 02| 4.82|-0.17|  B3IV              |*
228.055417|-19.791667|5652| 24Iot1Lib|134759| 9532| 6981    |15 12 13.3|-19 47 30| 4.54|-0.08|  A0pSi             |*
228.280833|-36.091389|5653|          |134837|     |         |15 13 07.4|-36 05 29| 6.10|-0.08|  B8V               |
228.017917|+18.975833|5654|          |134943|     |FL Ser   |15 12 04.3|+18 58 33| 5.89| 1.53|  M4IIIab           |*
228.322917|-24.008333|5655|          |134946|     |         |15 13 17.5|-24 00 30| 6.47|-0.04|  B9                |*
228.330000|-19.647500|5656| 25Iot2Lib|134967|     |         |15 13 19.2|-19 38 51| 6.08| 0.12|  A3Vn              |
228.369583|-25.309167|5657| 23    Lib|134987|     |         |15 13 28.7|-25 18 33| 6.45| 0.70|  G4V               |
228.472083|-26.193611|5658|          |135051| 9538|         |15 13 53.3|-26 11 37| 5.84| 1.14| gG5                |
228.181250|+19.285833|5659|          |135101| 9535|         |15 12 43.5|+19 17 09| 6.68| 0.68|  G5V               |*
228.655417|-31.519167|5660|  1    Lup|135153|     |         |15 14 37.3|-31 31 09| 4.91| 0.37|  F1II              |
229.151667|-60.903889|5661|          |135160|     |         |15 16 36.4|-60 54 14| 5.73|-0.08|  B0.5Ve            |*
228.640417|-17.768611|5662| 26    Lib|135230|     |         |15 14 33.7|-17 46 07| 6.17|-0.05|  B9.5III           |
228.974167|-48.074167|5663|          |135235|     |         |15 15 53.8|-48 04 27| 5.95| 0.21|  A3m               |
229.236250|-60.957500|5664|   Del Cir|135240|     | 6998    |15 16 56.7|-60 57 27| 5.09|-0.06|  O8.5V             |*
228.382917|+22.983333|5665|          |135263|     |         |15 13 31.9|+22 59 00| 6.30| 0.06|  A2V               |
229.412083|-63.610556|5666|   Eps Cir|135291|     |         |15 17 38.9|-63 36 38| 4.86| 1.25|  K2.5III           |
229.016667|-41.491111|5667|          |135345|     |         |15 16 04.0|-41 29 28| 5.16| 0.58|  G5Ia+B            |*
229.043750|-43.484722|5668|          |135348|     |         |15 16 10.5|-43 29 05| 6.04|-0.14|  B3IV              |
228.711250| -5.502778|5669|          |135367|     |         |15 14 50.7|-05 30 10| 6.28| 1.47|  K2                |
229.378333|-58.801111|5670|   Bet Cir|135379|     |         |15 17 30.8|-58 48 04| 4.07| 0.09|  A3V               |
229.727500|-68.679444|5671|   Gam TrA|135382|     | 7008    |15 18 54.6|-68 40 46| 2.89| 0.00|  A1V               |
227.683750|+67.781389|5672|          |135384|     |         |15 10 44.1|+67 46 53| 6.17|     |  A8Vn              |
228.398333|+38.264722|5673|          |135402|     |         |15 13 35.6|+38 15 53| 6.20| 1.20| gK2                |
228.525417|+31.788056|5674|          |135438|     |         |15 14 06.1|+31 47 17| 5.99| 1.52|  K5                |
228.797500| +4.939444|5675|  3    Ser|135482|     |         |15 15 11.4|+04 56 22| 5.33| 1.09|  K0III             |
228.621667|+29.164167|5676| 48Chi Boo|135502|     |         |15 14 29.2|+29 09 51| 5.26| 0.03|  A2V               |
228.542917|+42.171389|5677|          |135530|     |         |15 14 10.3|+42 10 17| 6.13| 1.66|  M2IIIa            |
229.095833|-22.399444|5678|          |135534|     |         |15 16 23.0|-22 23 58| 5.50| 1.38|  K5III             |
228.954583| +0.372222|5679|  4    Ser|135559|     |         |15 15 49.1|+00 22 20| 5.63| 0.18|  A4V               |
229.703750|-60.496389|5680|          |135591|     |         |15 18 48.9|-60 29 47| 5.46|-0.10|  O7.5III((f))      |*
228.875833|+33.314722|5681| 49Del Boo|135722| 9559| 7002    |15 15 30.2|+33 18 53| 3.47| 0.95|  G8IIIFe-1         |*
229.539167|-41.060833|5682|          |135730|     |         |15 18 09.4|-41 03 39| 6.28| 0.18|  Am                |
229.633333|-47.875000|5683|   Mu  Lup|135734|     |         |15 18 32.0|-47 52 30| 4.27|-0.08|  B8Ve              |*
230.169583|-67.481389|5684|          |135737|     |         |15 20 40.7|-67 28 53| 6.28|-0.09|  B3V               |*
229.251667| -9.383056|5685| 27Bet Lib|135742|     | 7009    |15 17 00.4|-09 22 59| 2.61|-0.11|  B8V               |*
229.457917|-30.148889|5686|  2    Lup|135758|     | 7012    |15 17 49.9|-30 08 56| 4.34| 1.10|  G9IIIaFe1         |*
229.735000|-40.788333|5687|          |135876|     |GG Lup   |15 18 56.4|-40 47 18| 5.59|-0.10|  B7V               |*
229.672083|-31.209444|5688|          |135896|     |         |15 18 41.3|-31 12 34| 6.18| 1.23|  G6-8III           |
229.881667|-37.096667|5689|          |136014|     |         |15 19 31.6|-37 05 48| 6.20| 0.96|  G6III-IV          |
229.609167| -0.461389|5690|          |136028|     |         |15 18 26.2|-00 27 41| 5.89| 1.51|  K5III             |
228.659583|+67.346667|5691|          |136064|     |         |15 14 38.3|+67 20 48| 5.13| 0.53|  F9IV              |
229.602083|+20.572778|5692|          |136138|     |         |15 18 24.5|+20 34 22| 5.70| 0.97|  G8IIIaBa0.3       |
228.716250|+68.945278|5693|          |136174|     |         |15 14 51.9|+68 56 43| 6.51|     |  A1Vn              |
229.828333| +1.765278|5694|  5    Ser|136202| 9584|MQ Ser   |15 19 18.8|+01 45 55| 5.06| 0.54|  F8III-IV          |*
230.342917|-40.647500|5695|   Del Lup|136298|     |Del Lup  |15 21 22.3|-40 38 51| 3.22|-0.22|  B1.5IV            |*
230.397083|-40.749722|5696|          |136334|     |         |15 21 35.3|-40 44 59| 6.20| 0.07|  A1V               |
